mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
1.840581973393758,0.23561576476523763,0.07151500384012859,0.0013200984658897975,0.7,0.05,8,200,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 200, 'subsample': 0.8}",-37.874896712766564,-31.650047034013713,-34.48135058041605,-34.66876477573211,2.5447372413436375,31,-8.851866527673794,-13.175712763171703,-15.642291721855928,-12.556623670900473,2.8065307240521205
0.7128748893737793,0.1583979071377058,0.06394656499226888,0.029147916224632107,0.8,0.1,6,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.9}",-38.23082825936064,-31.32992395353402,-34.453331043685395,-34.67136108552669,2.821497579171161,32,-13.53247593195408,-17.97333882663417,-20.49938384432957,-17.33506620097261,2.87981427912539
0.559072732925415,0.11261478266849431,0.035702149073282875,0.0010443214461567205,0.7,0.15,6,100,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.9}",-37.80701608896851,-31.61305077210255,-34.61970792303408,-34.67992492803504,2.5290342230982263,33,-11.745159773988272,-16.69561551983657,-18.943183078566932,-15.794652790797258,3.0068461054348234
1.1305499076843262,0.14275617432743734,0.05290969212849935,0.002280316476485893,0.9,0.05,6,100,0.9,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.9}",-38.30816752061623,-31.224342110380558,-34.527880655825875,-34.68679676227422,2.8941419404654494,34,-16.122046960978125,-20.72339448822861,-22.858319274389448,-19.90125357453206,2.810845416310228
1.0026654402414958,0.17745523701205018,0.038626909255981445,0.0015991675317104273,0.7,0.05,8,100,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.8}",-37.9695166825218,-31.603746712257948,-34.49329817211947,-34.68885385563307,2.602490902653855,35,-12.509526004287334,-16.543579591592806,-18.9075236474972,-15.986876414459113,2.6414683140509574
1.98115873336792,0.4043414455101899,0.1343064308166504,0.02593965855948545,0.9,0.05,6,300,0.9,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.9}",-38.46869168475282,-31.331734475763092,-34.34512776889224,-34.71518464313605,2.925377026227438,36,-11.284692523855174,-16.19626900856483,-18.67036963459342,-15.38377705567114,3.0694368621576675
2.017112890879313,0.31401613181573945,0.08827630678812663,0.013814700908059634,0.8,0.05,8,200,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 200, 'subsample': 0.7}",-38.32111960066796,-31.280389173592688,-34.5463324470979,-34.71594707378619,2.876867286694081,37,-9.441183443114921,-13.83750724932558,-16.024673337762025,-13.101121343400841,2.737673336985694
1.6520949999491374,0.6730046593069674,0.057811339696248375,0.018853378280796508,0.9,0.05,8,100,0.7,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.7}",-38.35758026278015,-31.341614568309137,-34.45161651514431,-34.7169371154112,2.870393692183822,38,-12.764645635273867,-16.73340998321972,-19.0850811715509,-16.19437893001483,2.6083062447110215
0.6127155621846517,0.16869202469169176,0.03430986404418945,0.0036802430623002094,0.8,0.1,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",-38.67432358686138,-30.98807892268312,-34.51227822265013,-34.724893577398205,3.1414957399523527,39,-13.869747730138705,-18.362473101290252,-20.602274044959586,-17.611498292129514,2.7993689786491065
1.0318742593129475,0.19891130805962193,0.03954029083251953,0.000767683044570725,0.8,0.05,8,100,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.7}",-38.54750519380756,-31.052358904881064,-34.65380012848799,-34.75122140905887,3.0606559920528156,40,-12.824732998513781,-17.052280429765553,-19.293536486742294,-16.39018330500721,2.6820556909814894
0.7155085404713949,0.11612650931264737,0.042199929555257164,0.0059554198353877754,0.8,0.15,6,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.9}",-38.1072304502715,-31.619317295411054,-34.569219041130765,-34.76525559560444,2.6523042842366635,41,-11.484319618078933,-16.642346917335193,-18.900253520953395,-15.675640018789172,3.1037515561787545
1.0092848141988118,0.18016927887615497,0.03931101163228353,0.0006735335784198074,0.7,0.05,8,100,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.9}",-38.476056148822806,-31.31337447509834,-34.54299069698694,-34.777473773636025,2.9288494811334136,42,-11.83291439499306,-16.242982043340426,-18.59268657964696,-15.556194339326815,2.8020692365813464
1.0684706370035808,0.20553823367723856,0.04177419344584147,0.003643296778811888,0.8,0.05,8,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.8}",-38.07531653997792,-31.64420706233196,-34.66564761777528,-34.79505707336172,2.6270836027508144,43,-12.322531156336392,-16.486930785365878,-18.86934867584716,-15.892936872516477,2.70552847392395
1.7642734845479329,0.27216388936209757,0.07092054684956868,0.004887050717503289,0.7,0.05,8,200,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 200, 'subsample': 0.9}",-38.482730360978344,-31.447360006159,-34.46971573268666,-34.799935366608,2.8816537800758413,44,-8.335983791214503,-12.941629871931456,-15.220904777349393,-12.166172813498449,2.8637428287045767
0.5318551063537598,0.14529218910882746,0.029840548833211262,0.0011349479220990543,0.7,0.1,6,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.7}",-38.09770417537247,-31.433899224262614,-34.88804786362538,-34.806550421086826,2.7210972641521294,45,-14.200076462648578,-18.77132780020893,-21.00946720904566,-17.99362382396772,2.8337922989374253
0.6842571894327799,0.13948029166820894,0.040898402531941734,0.0030508402121231853,0.9,0.1,6,100,0.8,"{'colsample_bytree': 0.9, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",-38.3182385589654,-31.454505069090082,-34.64994370141939,-34.80756244315829,2.8043231038071093,46,-13.428098012069732,-18.35956069997928,-20.633136638330004,-17.47359845012634,3.007417744244941
0.916458527247111,0.1594949995063979,0.03984355926513672,0.0008823835429883831,0.7,0.05,8,100,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.7}",-38.55263684972603,-31.25604078742315,-34.62268566689176,-34.81045443468031,2.9817803805468404,47,-13.063070929999979,-17.1317072929254,-19.39006118402265,-16.52827980231601,2.6179884098217885
2.949230670928955,0.19098012901243697,0.09038464228312175,0.0012415524188997254,0.9,0.05,8,200,0.7,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 200, 'subsample': 0.7}",-38.36352096110189,-31.646003093080296,-34.42961404922471,-34.81304603446896,2.7557850233377077,48,-8.976102916973316,-13.471017306269369,-15.704869262241571,-12.717329828494753,2.798226550623254
